Key,Type,Desc,English,Chinese (PRC),Chinese (Traditional),Japanese
g05/c14,Text,," Domini
【Go to find the bug.】"," 多明妮
【找到能逃离游戏的Bug】"," 多明妮
【找到能逃離遊戲的Bug】",
g05/c15,Text,," Domini
【Maybe it can help me...】"," 多明妮
【或许能救我。。。】"," 多明妮
【或許能救我。。。】",
g05/c16,Text,," Kio
【OK!! Wait for me!!】"," Kio
【好的！你等我！！】"," Kio
【好的！你等我！！】",
g05/c17,Text,," Kio
【I will save you!! I swear!!】"," Kio
【我一定会回来救你的！】"," Kio
【我一定會回來救你的！】",
g05/d,Text,," Kio
【Woooo....】"," Kio
【呜呜呜呜。】"," Kio
【嗚嗚嗚嗚。】",
h/a,Text,,Go into my computer?,是否要进入我的电脑?,是否要進入我的電腦?,
savepants/h04,Text,,Bug,漏洞,漏洞,
h05/a0,Text,," Kio
【Where am I?】"," Kio
【这里到底是什么地方啊。】"," Kio
【這裡到底是什麼地方啊。】",
h05/a1,Text,," Kio
【Where should I go?】"," Kio
【要去哪里才能离开？】"," Kio
【要去哪裡才能離開？】",
h05/a2,Text,," Boss
【Hahahaha!】"," 最终Boss
【哈哈哈哈哈哈！】"," 最終Boss
【哈哈哈哈哈哈！】",
h05/a3,Text,," Boss
【Want to leave? Try to defeat me at first!】"," 最终Boss
【想离开！？你能打赢我吗！？】"," 最終Boss
【想離開！？你能打贏我嗎！？】",
h05/a4,Text,," Kio
【!!!!???】"," Kio
【！？？！？！】"," Kio
【！？？！？！】",
h05/a5,Text,," Kio
【Who is that!?】"," Kio
【什么人！！】"," Kio
【什麼人！！】",
hboss/a0,Text,," Boss
【I am the final boss of this game!】"," 最终Boss
【我，就是这个游戏的最终boss！】"," 最終Boss
【我，就是這個遊戲的最終boss！】",
hboss/a1,Text,," Kio
【Final boss??】"," Kio
【最终boss？？？】"," Kio
【最終boss？？？】",
hboss/a2,Text,," Boss
【Right. In a game there should be a final boss.】"," 最终Boss
【对的，作为一个游戏，有最终Boss很合情合理。】"," 最終Boss
【對的，作為一個遊戲，有最終Boss很合情合理。】",
hboss/a3,Text,," Boss
【Althrough it can not prove that you are a powerful player.】"," 最终Boss
【你能打到来这里，虽然证明不了你是个厉害的玩家。】"," 最終Boss
【你能打到來這裡，雖然證明不了你是個厲害的玩家。】",
hboss/a4,Text,," Boss
【At least you are a senior player.】"," 最终Boss
【不过，你一定是一个老玩家。】"," 最終Boss
【不過，你一定是一個老玩家。】",
hboss/a5,Text,," Boss
【A junior player have no patience to go through this hard game and meet me.】"," 最终Boss
【新时代的年轻人的耐性与技术是不可能见到我的。】"," 最終Boss
【新時代的年輕人的耐性與技術是不可能見到我的。】",
hboss/a6,Text,," Boss
【Because the new games are too simple in this decade.】"," 最终Boss
【因为现代的游戏都太简单了。】"," 最終Boss
【因為現代的遊戲都太簡單了。】",
hboss/a7,Text,," Boss
【If you spend enough time that you almost can go through every game.】"," 最终Boss
【只要花时间，就一定能通关。】"," 最終Boss
【只要花時間，就一定能通關。】",
hboss/a8,Text,," Boss
【But the old games are less guid and more difficult than the new ones.】"," 最终Boss
【但是以前的游戏却不一样，指引很少，而且难度也高。】"," 最終Boss
【但是以前的遊戲卻不一樣，指引很少，而且難度也高。】",
hboss/a9,Text,," Boss
【I appreciate that you come here ande meet me.】"," 最终Boss
【恭喜你能来到这里。】"," 最終Boss
【恭喜你能來到這裡。】",
hboss/a10,Text,," Boss
【However you have to defeat me to reach the ending.】"," 最终Boss
【不过，你能打赢我再说吧！】"," 最終Boss
【不過，你能打贏我再說吧！】",
hboss/a11,Text,," Boss
【If you lose, you must listen to my bullshit again.】"," 最终Boss
【如果你输了的话，又得重新看多一次刚刚的剧情。哈哈哈！】"," 最終Boss
【如果你輸了的話，又得重新看多一次剛剛的劇情。哈哈哈！】",
hboss/a12,Text,," Boss
【This is a kind of old games.】"," 最终Boss
【这就是老游戏。】"," 最終Boss
【這就是老遊戲。】",
hboss/b0,Text,," Boss
【Well done.】"," 最终Boss
【哈哈，不错嘛。】"," 最終Boss
【哈哈，不錯嘛。】",
hboss/b1,Text,," Boss
【Next that is my real power!】"," 最终Boss
【接下来才是我真正的实力！】"," 最終Boss
【接下來才是我真正的實力！】",
hboss/b2,Text,," Boss
【Let's fight.】"," 最终Boss
【放马过来。】"," 最終Boss
【放馬過來。】",
hboss/c0,Text,," Boss
【........】"," 最终Boss
【。。。。。。】"," 最終Boss
【。。。。。。】",
hboss/c1,Text,," Boss
【........】"," 最终Boss
【。。。。。。。。】"," 最終Boss
【。。。。。。。。】",
hboss/c2,Text,," Boss
【............】"," 最终Boss
【。。。。。。。。。。。。。】"," 最終Boss
【。。。。。。。。。。。。。】",
hboss/c3,Text,," Boss
【Congratulations!】"," 最终Boss
【恭喜你。】"," 最終Boss
【恭喜你。】",
hboss/c4,Text,," Boss
【You beat me.】"," 最终Boss
【你赢了。】"," 最終Boss
【你贏了。】",
hboss/c5,Text,," Boss
【You win.】"," 最终Boss
【你打败我了。】"," 最終Boss
【你打敗我了。】",
hboss/c6,Text,," Boss
【It looks like the game maker didn't make me strong engough.】"," 最终Boss
【看来制作者并没有把我设计得太强。】"," 最終Boss
【看來製作者並沒有把我設計得太強。】",
hboss/c7,Text,," Boss
【I overestimate myself.】"," 最终Boss
【我高估了自己。】"," 最終Boss
【我高估了自己。】",
hboss/c8,Text,," Boss
【Bye.】"," 最终Boss
【再见了。】"," 最終Boss
【再見了。】",
end/a0,Text,," Kio
【.......】"," Kio
【。。。。。。。】"," Kio
【。。。。。。。】",
end/a1,Text,," Kio
【Is it..?】"," Kio
【这样。。。。。。】"," Kio
【這樣。。。。。。】",
end/a2,Text,," Kio
【Is it the end..?】"," Kio
【这样就结束了吗。。。】"," Kio
【這樣就結束了嗎。。。】",
end/a3,Text,," Kio
【Where am I now..?】"," Kio
【我现在是在哪。。】"," Kio
【我現在是在哪。。】",
end/a4,Text,," Kio
【Have I left the game?】"," Kio
【我是。。。逃出了这个游戏吗？】"," Kio
【我是。。。逃出了這個遊戲嗎？】",
end/a5,Text,," ？？？
【No.】"," ？？？
【并没有。】"," ？？？
【並沒有。】",
end/a6,Text,," Kio
【Who's there!?】"," Kio
【是谁！？】"," Kio
【是誰！？】",
end/a7,Text,," ？？？
【Please don't care about it.】"," ？？？
【你不用管我是谁。】"," ？？？
【你不用管我是誰。】",
end/a8,Text,," ？？？
【I am just a voice that talk to you at the ending.】"," ？？？
【我只是一个安排在结局处陪你说话的一个旁白。】"," ？？？
【我只是一個安排在結局處陪你說話的一個旁白。】",
end/a9,Text,," Kio
【.....】"," Kio
【。。。。。。】"," Kio
【。。。。。。】",
end/a10,Text,," Kio
【Well, you just said that I haven't left the game.】"," Kio
【所以说，我并没有逃离这个游戏对吧。】"," Kio
【所以說，我並沒有逃離這個遊戲對吧。】",
end/a11,Text,," ？？？
【Yes.】"," ？？？
【\0.3对\0.3的\0.3。】"," ？？？
【\0.3對\0.3的\0.3。】",
end/a12,Text,," Kio
【Did everyone lie to me that a bug can help me leave?】"," Kio
【沿路一直说可以从BUG里离开是骗人的吧。】"," Kio
【沿路一直說可以從BUG裡離開是騙人的吧。】",
end/a13,Text,," ？？？
【Yes.】"," ？？？
【\0.3对\0.3的\0.3。】"," ？？？
【\0.3對\0.3的\0.3。】",
end/a14,Text,," Kio
【Everything was arranged?】"," Kio
【其实全部都是安排好的对吧。】"," Kio
【其實全部都是安排好的對吧。】",
end/a15,Text,," ？？？
【Yes.】"," ？？？
【\0.3嗯\0.3，\0.3对\0.3的\0.3。】"," ？？？
【\0.3嗯\0.3，\0.3對\0.3的\0.3。】",
end/a16,Text,," Kio
【I cannot save my friends even if I load the game.】"," Kio
【就算重新读档我也无法救回我两个朋友对吧。】"," Kio
【就算重新讀檔我也無法救回我兩個朋友對吧。】",
end/a17,Text,," ？？？
【Right.】"," ？？？
【\0.3对\0.3的\0.3。】"," ？？？
【\0.3對\0.3的\0.3。】",
end/a18,Text,," Kio
【That means I can't change my destiny whatever I do.】"," Kio
【也就是其实无论我做什么也改变不了命运对吧。】"," Kio
【也就是其實無論我做什麼也改變不了命運對吧。】",
end/a19,Text,," ？？？
【....Yes.】"," ？？？
【\0.3。\0.3。\0.3。\0.3。\0.3嗯\0.3。】"," ？？？
【\0.3。\0.3。\0.3。\0.3。\0.3嗯\0.3。】",
end/a20,Text,," ？？？
【Because you are a character in the game. Your fate was arranged.】"," ？？？
【因为你就是一个游戏人物，你所发生的事情都是安排好的。】"," ？？？
【因為你就是一個遊戲人物，你所發生的事情都是安排好的。】",
end/a21,Text,," ？？？
【You can't save your friends.】"," ？？？
【你救不了你的朋友。】"," ？？？
【你救不了你的朋友。】",
end/a22,Text,," ？？？
【Also you can't leave the game.】"," ？？？
【更不可能离开这个游戏。】"," ？？？
【更不可能離開這個遊戲。】",
end/a23,Text,," Kio
【...........】"," Kio
【\0.3。\0.3。\0.3。\0.3。\0.3。\0.3。】"," Kio
【\0.3。\0.3。\0.3。\0.3。\0.3。\0.3。】",
end/a24,Text,," Kio
【Why....】"," Kio
【为什么\0.3。\0.3。\0.3。】"," Kio
【為什麼\0.3。\0.3。\0.3。】",
end/a25,Text,," Kio
【Why!!!】"," Kio
【为什么。。。。。】"," Kio
【為什麼。。。。。】",
end/a26,Text,," Kio
【Why do I have to live in this game.】"," Kio
【为什么我要活在这样的游戏里。】"," Kio
【為什麼我要活在這樣的遊戲裡。】",
end/a27,Text,," Kio
【Why can't I live in a beautiful game!?】"," Kio
【为什么我不能活在一个美好的游戏里。】"," Kio
【為什麼我不能活在一個美好的遊戲裡。】",
end/a28,Text,," Kio
【Why my game is horrible?】"," Kio
【为什么我这个游戏那么可怕。】"," Kio
【為什麼我這個遊戲那麼可怕。】",
end/a29,Text,," Kio
【Unfair...】"," Kio
【不公平。。。】"," Kio
【不公平。。。】",
end/a30,Text,," Kio
【Unfair!!!!】"," Kio
【不公平。。。。。】"," Kio
【不公平。。。。。】",
end/a31,Text,," Kio
【Definitely UNFAIR!!!】"," Kio
【不公平啊！！！！！】"," Kio
【不公平啊！！！！！】",
end/a32,Text,," Kio
【Woooooo!!】"," Kio
【呜呜呜呜呜呜！！！！！】"," Kio
【嗚嗚嗚嗚嗚嗚！！！！！】",
end/a33,Text,," Kio
【What did I do bad!!?】"," Kio
【我到底做错了什么！！！！！】"," Kio
【我到底做錯了什麼！！！！！】",
end/a34,Text,," Kio
【What did I do wrong!!?】"," Kio
【我到底做错了什么啊啊！！！】"," Kio
【我到底做錯了什麼啊啊！！！】",
end/a35,Text,," ？？？
【You didn't do anything wrong.】"," ？？？
【你并没有做错什么。】"," ？？？
【你並沒有做錯什麼。】",
end/a36,Text,," ？？？
【It's just you.】"," ？？？
【只不过刚好是你而已。】"," ？？？
【只不過剛好是你而已。】",
end/a37,Text,," Kio
【I don't want this!! Woooo!】"," Kio
【我不要啊！呜呜呜呜呜呜！！】"," Kio
【我不要啊！嗚嗚嗚嗚嗚嗚！！】",
end/a38,Text,," Kio
【Can you help me!?】"," Kio
【有没有其他办法！你能帮帮我吗？】"," Kio
【有沒有其他辦法！你能幫幫我嗎？】",
end/a39,Text,," ？？？
【What do you want?】"," ？？？
【你想我怎么帮你？】"," ？？？
【你想我怎麼幫你？】",
end/a40,Text,," Kio
【At last I wish to see my two friends again.】"," Kio
【我想最后见见我两位朋友。】"," Kio
【我想最後見見我兩位朋友。】",
end/a41,Text,," ？？？
【........】"," ？？？
【\0.3。\0.3。\0.3。\0.3。】"," ？？？
【\0.3。\0.3。\0.3。\0.3。】",
end/a42,Text,," Kio
【May I?】"," Kio
【可以吗？】"," Kio
【可以嗎？】",
end/a43,Text,," ？？？
【You will be dispointed.】"," ？？？
【你会失望的。】"," ？？？
【你會失望的。】",
end/a44,Text,," Kio
【Anyhow, please!】"," Kio
【怎样也好，你答应我吧！】"," Kio
【怎樣也好，你答應我吧！】",
end/a45,Text,," ？？？
【.....】"," ？？？
【\0.3。\0.3。\0.3。】"," ？？？
【\0.3。\0.3。\0.3。】",
end/a46,Text,," ？？？
【OK.】"," ？？？
【好的。】"," ？？？
【好的。】",
end/a47,Text,," Illusion
【Kio.】"," Illusion
【Kio。】"," Illusion
【Kio。】",
end/a48,Text,," Kio
【!!!!】"," Kio
【！！！】"," Kio
【！！！】",
end/a49,Text,," Domini
【Hey.】"," 多明妮
【嘿。】"," 多明妮
【嘿。】",
end/a50,Text,," Kio
【!!!!】"," Kio
【！！！】"," Kio
【！！！】",
end/a51,Text,," Kio
【Wa!!!】"," Kio
【哇！！！！！】"," Kio
【哇！！！！！】",
end/a52,Text,," Kio
【Waaaaa!!!!】"," Kio
【哇！！！！！！！！！！！！！！！！！！！！】"," Kio
【哇！！！！！！！！！！！！！！！！！！！！】",
end/a53,Text,," Kio
【It's great to meet you two again!!】"," Kio
【能再见到你们实在是太好了！】"," Kio
【能再見到你們實在是太好了！】",
end/a54,Text,," Kio
【!!!??】"," Kio
【！！？！？！】"," Kio
【！！？！？！】",
end/a55,Text,," Kio
【You...】"," Kio
【你们。。。】"," Kio
【你們。。。】",
end/a56,Text,," Kio
【What happened to you two!?】"," Kio
【你们怎。。。怎么了！？】"," Kio
【你們怎。。。怎麼了！？】",
end/a57,Text,," ？？？
【Well.】"," ？？？
【嗯。。这样的。】"," ？？？
【嗯。。這樣的。】",
end/a58,Text,," ？？？
【Because we don't make the walking animation for them.】"," ？？？
【因为游戏并没有制作她们走路的动作。】"," ？？？
【因為遊戲並沒有製作她們走路的動作。】",
end/a59,Text,," Kio
【......】"," Kio
【。。。。】"," Kio
【。。。。】",
end/a61,Text,," Kio
【It doesn't matter...】"," Kio
【无所谓了。。】"," Kio
【無所謂了。。】",
end/a62,Text,," Kio
【I am glad enough that meet them again.】"," Kio
【已经无所谓了。。能见面我已经很开心了。】"," Kio
【已經無所謂了。。能見面我已經很開心了。】",
end/a63,Text,," ？？？
【Well, this game is almost over.】"," ？？？
【那，游戏也快结束了。】"," ？？？
【那，遊戲也快結束了。】",
end/a64,Text,," ？？？
【Anything else do you want?】"," ？？？
【还有什么想说的吗？】"," ？？？
【還有什麼想說的嗎？】",
end/a65,Text,," Kio
【No more...】"," Kio
【没什么了。。】"," Kio
【沒什麼了。。】",
end/a66,Text,," ？？？
【Ok.】"," ？？？
【那好吧。】"," ？？？
【那好吧。】",
end/a67,Text,," ？？？
【Thank you for playing.】"," ？？？
【感谢各位玩家的支持。】"," ？？？
【感謝各位玩家的支持。】",
end/a68,Text,," ？？？
【I hope we can meet each other in a short future.】"," ？？？
【有机会再见。】"," ？？？
【有機會再見。】",
end/a69,Text,," ？？？
【Bye Bye.】"," ？？？
【拜拜～】"," ？？？
【拜拜～】",
menus/hidden 0,Text,,Find a hidden room(,发现了隐藏房间（,發現了隱藏房間（,
menus/hidden 1,Text,,),）,）,
i00/a0,Text,," Kio
【Where am I?】"," Kio
【这里是什么地方】"," Kio
【這裡是什麼地方】",
i00/a2,Text,," Uncle
【Welcome to sperm garden.】"," 隐藏阿叔
【欢迎来到精液乐园～】"," 隱藏阿叔
【歡迎來到精液樂園～】",
i00/a3,Text,," Uncle
【The white thing on the ground is sperm.】"," 隐藏阿叔
【地上白色的都是精液哦～】"," 隱藏阿叔
【地上白色的都是精液哦～】",
i00/a4,Text,," Kio
【........】"," Kio
【。\0.5。\0.5。\0.5。\0.5。\0.5。】"," Kio
【。\0.5。\0.5。\0.5。\0.5。\0.5。】",
i02/a,Text,," 杀生地藏
【For arts. For human dream and hope.】"," 杀生地藏
【为了艺术，为了人类的梦想和希望。】"," 殺生地藏
【為了藝術，為了人類的夢想和希望。】",
i02/b,Text,," 老司机
【Ah ah ah ha ha ha...】"," 老司机
【呵呵呵23333333333】"," 老司機
【呵呵呵23333333333】",
i02/c0,Text,," Fiodo
【Protect dixk.】"," Fiodo
【要爱护丁丁哟】"," Fiodo
【要愛護丁丁喲】",
i02/c1,Text,," Fiodo
【I am a justic Futa with love!】"," Fiodo
【我是爱与正义的futa喵小么！】"," Fiodo
【我是愛與正義的futa喵小麼！】",
i02/c2,Text,," Fiodo
【I love my live and vv.】"," Fiodo
【爱生活爱vv】"," Fiodo
【愛生活愛vv】",
i02/c3,Text,," Fiodo
【Futa is soft..】"," Fiodo
【futa兽软软哒～】"," Fiodo
【futa獸軟軟噠～】",
i02/c4,Text,," Fiodo
【My magic dixk can not wait any more!】"," Fiodo
【我的魔法大棒已经饥渴难耐了！】"," Fiodo
【我的魔法大棒已經饑渴難耐了！】",
i02/c5,Text,," Fiodo
【Don't give me any clothes to wear!】"," Fiodo
【喵喵喵～别给我穿衣服啦！】"," Fiodo
【喵喵喵～別給我穿衣服啦！】",
i02/c6,Text,," Fiodo
【Don't tap me!】"," Fiodo
【别点我啦～喵】"," Fiodo
【別點我啦～喵】",
i02/c7,Text,," Fiodo
【Anything else want from me?】"," Fiodo
【还想听我说什么嘛！】"," Fiodo
【還想聽我說什麼嘛！】",
i02/c8,Text,," Fiodo
【Great! Nothing!】"," Fiodo
【好吧！再告诉你一下老司机和鱼总都是大变态！】"," Fiodo
【好吧！再告訴你一下老司機和魚總都是大變態！】",
i02/c9,Text,," Fiodo
【I am talking bullshit...】"," Fiodo
【再点就没收你的丁丁变成futa兽哦！】"," Fiodo
【再點就沒收你的丁丁變成futa獸哦！】",
i02/d,Text,," 萌尽
【I'd like to play 50 times of H-game everyday.】"," 萌尽
【记得做每天50发撸的练习哦！】"," 萌盡
【記得做每天50發擼的練習哦！】",
i02/e,Text,," 氓牛
【Hello guys.】"," 氓牛
【大家好，我是氓牛。】"," 氓牛
【大家好，我是氓牛。】",
i02/f,Text,," 面具子
【My work is pure fighting.】"," 面具子
【我做的作品是纯正的格斗。】"," 面具子
【我做的作品是純正的格鬥。】",
i02/g,Text,," 风魔无下限
【Give me a hug baby.】"," 风魔无下限
【来，到蜀黍怀里动。】"," 風魔無下限
【來，到蜀黍懷裡動。】",
i02/h0,Text,," Mvv
【Hello I am mvv!】"," Mvv
【我是打工中的妹抖薇薇安！】"," Mvv
【我是打工中的妹抖薇薇安！】",
i02/h1,Text,," Mvv
【My interest is wearing like a maid.】"," Mvv
【其实穿女仆装只是个人兴趣。】"," Mvv
【其實穿女僕裝只是個人興趣。】",
i02/h2,Text,," Mvv
【I love my live.】"," Mvv
【爱生活爱小么。】"," Mvv
【愛生活愛小麼。】",
i02/h3,Text,," Mvv
【Do you want an H18 book?】"," Mvv
【客官，要本子吗？】"," Mvv
【客官，要本子嗎？】",
i02/h4,Text,," Mvv
【Ha ha · _ ·】"," Mvv
【矜持· _ ·】"," Mvv
【矜持· _ ·】",
i02/h5,Text,," Mvv
【I am lovely!】"," Mvv
【好想和小么么么哒！】"," Mvv
【好想和小麼麼麼噠！】",
i02/h6,Text,," Mvv
【I am going to draw some H18 paintings.】"," Mvv
【C90想画米琳达·白兰丁尼的薄本。】"," Mvv
【C90想畫米琳達·白蘭丁尼的薄本。】",
i02/h7,Text,," Mvv
【But I haven't begun drawing anything today.】"," Mvv
【今天稿子又没画完，但是依然露出了迷之淡定的笑容。】"," Mvv
【今天稿子又沒畫完，但是依然露出了迷之淡定的笑容。】",
i02/h8,Text,," Mvv
【No worries. Just smile to the editor.】"," Mvv
【卖女儿，联系电话138********】"," Mvv
【賣女兒，聯繫電話138********】",
i02/h9,Text,," Mvv
【Because he is an idot.】"," Mvv
【我跟你们讲，鱼总地下城wifi信号特别好。】"," Mvv
【我跟你們講，魚總地下城wifi信號特別好。】",
i02/i,Text,," Sky freedom
【He he.】"," Sky freedom
【哼哼】"," Sky freedom
【哼哼】",
i02/j,Text,," 鱼总
【I am a kind and pure fish.】"," 鱼总
【我是纯洁善良的水瓶座】"," 魚總
【我是純潔善良的水瓶座】",
i02/j1,Text,," 鱼总
【Please love me more.】"," 鱼总
【别逼我退群】"," 魚總
【別逼我退群】",
i02/j2,Text,," 鱼总
【I am good at drawing beatiful ladies.】"," 鱼总
【我擅长用拘束的方式展现女性的曲线美哦~】"," 魚總
【我擅長用拘束的方式展現女性的曲線美哦~】",
i02/j3,Text,," 鱼总
【Of course my drawing is pure as well.】"," 鱼总
【嗨~ 大家好 我是纯洁的鱼总】"," 魚總
【嗨~ 大家好 我是純潔的魚總】",
i02/j4,Text,," 鱼总
【However I'd like to live in the river.】"," 鱼总
【人是不需要为这种事情感到羞耻的】"," 魚總
【人是不需要為這種事情感到羞恥的】",
i02/j5,Text,," 鱼总
【In fact I am not able to talk.】"," 鱼总
【我可不像某渣一样不讲道义！】"," 魚總
【我可不像某渣一樣不講道義！】",
i02/j6,Text,," 鱼总
【Why do you try to talk to a fish?】"," 鱼总
【大便渣！去死吧！】"," 魚總
【大便渣！去死吧！】",
i02/j7,Text,," 鱼总
【Are you a fool?】"," 鱼总
【大家好，我是新锐清纯派画师鱼总！】"," 魚總
【大家好，我是新銳清純派畫師魚總！】",
i02/j8,Text,," 鱼总
【Please calm down. Don't place me on a fired pan...】"," 鱼总
【一切灵感来自生活。】"," 魚總
【一切靈感來自生活。】",
i03/a0,Text,," 渗透之C菌
【I am on the live at twixh.】"," 渗透之C菌
【我在做直播呢。】"," 滲透之C菌
【我在做直播呢。】",
i03/a1,Text,," 渗透之C菌
【Please don't brother me.】"," 渗透之C菌
【请不要干扰我好吗？】"," 滲透之C菌
【請不要干擾我好嗎？】",
i03/a2,Text,," 渗透之C菌
【Leave me alone.】"," 渗透之C菌
【如果没事的话请你快点滚。】"," 滲透之C菌
【如果沒事的話請你快點滾。】",
i04/0,Text,," 孙渣
【I am lazy....】"," 孙渣
【好\0.2~\0.2~\0.2~\0.2~\0.2懒\0.2~\0.2~\0.2~\0.2~\0.2~\0.2哦\0.2~\0.2~\0.2】"," 孫渣
【好\0.2~\0.2~\0.2~\0.2~\0.2懶\0.2~\0.2~\0.2~\0.2~\0.2~\0.2哦\0.2~\0.2~\0.2】",
i04/1,Text,," 孙渣
【Everything is trouble....】"," 孙渣
【好\0.2~\0.2~\0.2~\0.2麻\0.2~\0.2~\0.2烦\0.2~\0.2~\0.2~\0.2哦\0.2~\0.2~\0.2~\0.2】"," 孫渣
【好\0.2~\0.2~\0.2~\0.2麻\0.2~\0.2~\0.2煩\0.2~\0.2~\0.2~\0.2哦\0.2~\0.2~\0.2~\0.2】",
i05/0,Text,," Stan酱
【Hello. I am stan!】"," Stan酱
【嗨，大家好，我是Stan！】"," Stan醬
【嗨，大家好，我是Stan！】",
i05/1,Text,," Stan酱
【Thank you for supporting.】"," Stan酱
【嗯…片子我会努力产的，感谢一路支持我！】"," Stan醬
【嗯…片子我會努力產的，感謝一路支持我！】",
i05/2,Text,," Stan酱
【I will post my photos more than before.】"," Stan酱
【如果你喜欢不上我。】"," Stan醬
【如果你喜歡不上我。】",
i05/3,Text,," Stan酱
【Please notice my Sina Weibo.】"," Stan酱
【或者可以继续留意一下我呀。】"," Stan醬
【或者可以繼續留意一下我呀。】",
i05/4,Text,," Stan酱
【I am sure you will like me :)】"," Stan酱
【说不定有一天你会喜欢我呢嘻嘻哈哈哈】"," Stan醬
【說不定有一天你會喜歡我呢嘻嘻哈哈哈】",
i05/5,Text,," Stan酱
【I wish you happy everyday.】"," Stan酱
【祝你们健康快乐！】"," Stan醬
【祝你們健康快樂！】",
i05/6,Text,," Stan酱
【By Stan.】"," Stan酱
【由一只屎蛋变成彩蛋的留言。】"," Stan醬
【由一隻屎蛋變成彩蛋的留言。】",
i05/7,Text,," Kio
【I..I am your big fan. May I have one of your photo?】"," Kio
【我我我是你的忠实粉丝，能给我一张签名照不？】"," Kio
【我我我是你的忠實粉絲，能給我一張簽名照不？】",
i05/8,Text,," Stan酱
【Of course. Here you are.】"," Stan酱
【好的，请稍等一下。】"," Stan醬
【好的，請稍等一下。】",
i05/9,Text,," Kio
【Thank you very much.】"," Kio
【谢谢，我会珍惜的。】"," Kio
【謝謝，我會珍惜的。】",
i05/10,Text,," Stan酱
【You are welcome.】"," Stan酱
【不客气。】"," Stan醬
【不客氣。】",
i05/a,Text,,Get a photo of godness,获得了女神的签名照,獲得了女神的簽名照,
i06/a0,Text,," 鳄鱼同学
【Hello everyone.】"," 鳄鱼同学
【大家好，我是鳄鱼同学。】"," 鱷魚同學
【大家好，我是鱷魚同學。】",
i06/a1,Text,," 鳄鱼同学
【Please come to check out my Sina Weibo.】"," 鳄鱼同学
【我的微博也是叫鳄鱼同学哦！】"," 鱷魚同學
【我的微博也是叫鱷魚同學哦！】",
i06/a2,Text,," 鳄鱼同学
【Thank you!!】"," 鳄鱼同学
【谢谢大家的支持！！】"," 鱷魚同學
【謝謝大家的支持！！】",
i06/b,Text,," 半个大叔
【I don't seem to have been so fat before.】"," 半个大叔
【我好像从来都没有这么胖过。】"," 半個大叔
【我好像從來都沒有這麼胖過。】",
i07/0,Text,," 千岛酱
【Hello, I am Qiandao.】"," 千岛酱
【大家好，我是千岛酱。】"," 千島醬
【大家好，我是千島醬。】",
i07/1,Text,," 千岛酱
【Because I was fighting outside the school.】"," 千岛酱
【这里是广告时间。】"," 千島醬
【這裡是廣告時間。】",
i07/2,Text,," 千岛酱
【I was put in jail here.】"," 千岛酱
【我的微博是千千岛岛酱酱。】"," 千島醬
【我的微博是千千島島醬醬。】",
i07/3,Text,," 千岛酱
【However I am happy now.】"," 千岛酱
【淘宝店的店名叫做史悲。】"," 千島醬
【淘寶店的店名叫做史悲。】",
i07/4,Text,," 千岛酱
【The reason is that I don't have to study!! Cheers!!】"," 千岛酱
【谢谢大家支持。】"," 千島醬
【謝謝大家支持。】",
i08/0,Text,," 史悲
【....】"," 史悲
【。。。。。】"," 史悲
【。。。。。】",
i08/1,Text,," 史悲
【Congratulations! You found this place.】"," 史悲
【恭喜你，找到这个房间。】"," 史悲
【恭喜你，找到這個房間。】",
i08/2,Text,," 史悲
【I am Space, producer of this game.】"," 史悲
【真的感谢你支持这款游戏。】"," 史悲
【真的感謝你支持這款遊戲。】",
i08/3,Text,," 史悲
【When I making this game I do worry.】"," 史悲
【我在制作的时候经常担心。。】"," 史悲
【我在製作的時候經常擔心。。】",
i08/4,Text,," 史悲
【Worry about will anyone play this game?】"," 史悲
【到底会不会有人能坚持通关。】"," 史悲
【到底會不會有人能堅持通關。】",
i08/5,Text,," 史悲
【Is it a boring game?】"," 史悲
【首先担心自己这个游戏会不会很无聊。】"," 史悲
【首先擔心自己這個遊戲會不會很無聊。】",
i08/6,Text,," 史悲
【Is there someone give up playing halfway?】"," 史悲
【会不会很多人中途就放弃不玩下去。】"," 史悲
【會不會很多人中途就放棄不玩下去。】",
i08/7,Text,," 史悲
【So that they don't get to the ending.】"," 史悲
【那么我后面制作的功夫不就白费了？】"," 史悲
【那麼我後面製作的功夫不就白費了？】",
i08/8,Text,," 史悲
【However I don't hope my game is too simple to go throught.】"," 史悲
【但是又不想制作得太简单，所以各种犹豫。】"," 史悲
【但是又不想製作得太簡單，所以各種猶豫。】",
i08/9,Text,," 史悲
【Anyway thank you for support.】"," 史悲
【总之就是感谢大家支持，谢谢！！！】"," 史悲
【總之就是感謝大家支持，謝謝！！！】",
i08/10,Text,," 史悲
【I hope that I can make a next version of this game if there will be any chance.】"," 史悲
【如果有机会的话，真的很想做下一个作品。】"," 史悲
【如果有機會的話，真的很想做下一個作品。】",
i08/11,Text,," 史悲
【Goodbye buddy.】"," 史悲
【再见！】"," 史悲
【再見！】",
i09/a0,Text,," Kio
【Wow! A handome guy!】"," Kio
【有帅哥。。？】"," Kio
【有帥哥。。？】",
i09/a1,Text,," Light
【........】"," Light
【。。。。。。】"," Light
【。。。。。。】",
i09/a2,Text,," Kio
【What is on your head?】"," Kio
【头上顶着的那个是啥？】"," Kio
【頭上頂著的那個是啥？】",
